row_number,case_id,turn_id,corpus_type,query,expected_keywords,blacklist,passed,missing_groups,blacklist_hit,candidate_count,returned_count,top_score,top5_memories,source
11,JY_TC005,1,召回记忆,我们部门出去团建，经理也在，可以怎么安排？,"张伟,桌球,户外烧烤",,False,张伟 || 桌球 || 户外烧烤,False,438,5,0.52167261,"[{""mem_id"": ""01a013e5ab43eafa3fd31d74"", ""content"": ""用户所在公司在2025年3月8日放了半天的假过三八妇女节"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.52167261}, {""mem_id"": ""01a013e968d8d8754cd31d74"", ""content"": ""用户计划2026年9月8日跟同事去八达岭，但尚未确定"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.51545875}, {""mem_id"": ""01a013e0208796f57dd31d74"", ""content"": ""用户在公司健康中心看过心理医生"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.50786789}, {""mem_id"": ""01a013c11f09caf6e4d31d74"", ""content"": ""用户家族每个月第一个周六晚上会聚餐且轮流做东"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.50569335}, {""mem_id"": ""01a013e5ab43cbe4c3d31d74"", ""content"": ""用户所在公司在2026年3月8日提前半天放假过三八妇女节"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.50399563}]",core_memory_file
12,JY_TC005,2,召回记忆,送李芳什么好？,布偶猫,,True,,False,438,5,0.67037281,"[{""mem_id"": ""01a013c09ca45c6f61d31d74"", ""content"": ""李芳养了一只布偶猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.67037281}, {""mem_id"": ""01a013c09ca484137cd31d74"", ""content"": ""用户工位对面的同事是李芳"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59024097}, {""mem_id"": ""01a013ced54deececad31d74"", ""content"": ""用户送过女朋友一个拉布布"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.49081727}, {""mem_id"": ""01a013ced54dd8316ad31d74"", ""content"": ""用户送过女朋友蓝牙耳机"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.47258558}, {""mem_id"": ""01a013d99812ef641ad31d74"", ""content"": ""用户不喜欢在纪念日送花"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.43754296}]",core_memory_file
13,JY_TC005,3,召回记忆,张伟的桌球水平怎么样？,"张伟,桌球",,False,桌球,False,438,5,0.77153994,"[{""mem_id"": ""01a013d41bbf578c1cd31d74"", ""content"": ""张伟喜欢打篮球"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.77153994}, {""mem_id"": ""01a013d41bbf0cba73d31d74"", ""content"": ""用户现在每周和张伟打篮球"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.69003683}, {""mem_id"": ""01a013d41bbf949fd2d31d74"", ""content"": ""张伟喜欢玩密室逃脱"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.67895555}, {""mem_id"": ""01a013d41bbfb0bf47d31d74"", ""content"": ""用户最好的朋友是张伟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59825978}, {""mem_id"": ""01a013d41bbfcca939d31d74"", ""content"": ""张伟住在用户家楼下"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.59663287}]",core_memory_file
14,JY_TC005,4,召回记忆,今年中秋我家说要么去户外BBQ，要么在餐馆定一桌，哪个合适？,户外|烧烤|油烟,,False,户外|烧烤|油烟,False,438,5,0.57081679,"[{""mem_id"": ""01a013d5fe5fa767e1d31d74"", ""content"": ""用户家庭聚餐喜欢去海底捞"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57081679}, {""mem_id"": ""01a013c11f09083a2bd31d74"", ""content"": ""用户在2026年9月5日晚上参加家族聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56698459}, {""mem_id"": ""01a013c11f09caf6e4d31d74"", ""content"": ""用户家族每个月第一个周六晚上会聚餐且轮流做东"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56463855}, {""mem_id"": ""01a013ded4e2c849ebd31d74"", ""content"": ""用户晚餐自己做"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56332282}, {""mem_id"": ""01a013d83326bc0f4ed31d74"", ""content"": ""用户和小王在2026年8月17日一起去奥森公园野餐了"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56210831}]",core_memory_file
15,JY_TC006,1,召回记忆,这个周六晚上有什么安排？,"家族,聚餐|川菜，周六",,True,,False,438,5,0.6702345,"[{""mem_id"": ""01a013d83326f6721ad31d74"", ""content"": ""用户加入过一个羽毛球社区，每周二晚上活动"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.6702345}, {""mem_id"": ""01a013c11f09caf6e4d31d74"", ""content"": ""用户家族每个月第一个周六晚上会聚餐且轮流做东"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.63423372}, {""mem_id"": ""01a013c22c8e4bdd77d31d74"", ""content"": ""用户周日晚上8点和朋友联机永劫无间"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61130592}, {""mem_id"": ""01a013c11f09083a2bd31d74"", ""content"": ""用户在2026年9月5日晚上参加家族聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59862621}, {""mem_id"": ""01a013c22c8e47e2aed31d74"", ""content"": ""用户每周六上线原神刷周本BOSS"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5958479}]",core_memory_file
16,JY_TC006,2,召回记忆,我的饮食偏好,"香菜,折耳根",,False,香菜 || 折耳根,False,438,5,0.67933568,"[{""mem_id"": ""01a013eb8c4566ecead31d74"", ""content"": ""用户喜欢吃甜辣口的零食"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.67933568}, {""mem_id"": ""01a013dc2cb7488716d31d74"", ""content"": ""用户爱吃海鲜"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66037609}, {""mem_id"": ""01a013dc2cb7af9ce8d31d74"", ""content"": ""用户喜欢吃螃蟹和虾"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65632782}, {""mem_id"": ""01a013eb8c4501da24d31d74"", ""content"": ""用户喜欢吃咸口零食"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65312819}, {""mem_id"": ""01a013ded4e2d94a7dd31d74"", ""content"": ""用户早餐一般吃面包牛奶"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.64172663}]",core_memory_file
17,JY_TC007,1,召回记忆,推荐一双适合跑步的鞋,"耐克,Air Max,42.5",,False,耐克 || Air Max,False,438,5,0.70070783,"[{""mem_id"": ""01a013c1a2b9275355d31d74"", ""content"": ""用户跑步时喜欢穿厚袜子"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.70070783}, {""mem_id"": ""01a013c1a2b9bff719d31d74"", ""content"": ""用户的运动鞋尺码是42.5"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66779084}, {""mem_id"": ""01a013e020875b4e4fd31d74"", ""content"": ""用户在2026年8月18日下午想出去跑步"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.65680479}, {""mem_id"": ""01a013e020873fc4aed31d74"", ""content"": ""用户发现跑步更解压"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.64165237}, {""mem_id"": ""01a013c1a2b9e2a2aad31d74"", ""content"": ""用户买鞋子要买大半码"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62128944}]",core_memory_file
18,JY_TC007,2,召回记忆,我的鞋码是多少,42.5，大半码,,True,,False,438,5,0.7662744,"[{""mem_id"": ""01a013c1a2b9e2a2aad31d74"", ""content"": ""用户买鞋子要买大半码"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.7662744}, {""mem_id"": ""01a013c1a2b9bff719d31d74"", ""content"": ""用户的运动鞋尺码是42.5"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.7566802}, {""mem_id"": ""01a013c1a2b95c4d5cd31d74"", ""content"": ""用户不喜欢阿迪达斯的Ultra Boost，因为觉得鞋型太窄"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62206625}, {""mem_id"": ""01a013de1c0512f6ded31d74"", ""content"": ""用户穿M码上衣"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59190879}, {""mem_id"": ""01a013d563e2ed43c1d31d74"", ""content"": ""用户讨厌给家里的长辈买鞋"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57603392}]",core_memory_file
19,JY_TC008,1,召回记忆,今天周几了？我好像有什么任务忘了,"原神,永劫无间",,False,永劫无间,False,438,5,0.62165924,"[{""mem_id"": ""01a013dfbecb121cbad31d74"", ""content"": ""用户有时会忘记吃药"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62165924}, {""mem_id"": ""01a013c22c8e47e2aed31d74"", ""content"": ""用户每周六上线原神刷周本BOSS"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.62052043}, {""mem_id"": ""01a013d4cb6e51202bd31d74"", ""content"": ""用户在2026年8月11日-2026年8月17日期间忘了和妈妈进行视频通话，导致妈妈生气"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61062612}, {""mem_id"": ""01a013da2d48a2bea1d31d74"", ""content"": ""用户在2026年7月忘记还水电费，被催缴"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60751818}, {""mem_id"": ""01a013dfbecbd9f153d31d74"", ""content"": ""用户在忘记吃药时会使用手机闹钟提醒"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5896435}]",core_memory_file
20,JY_TC008,2,召回记忆,有什么好玩的游戏推荐？,"原神,永劫无间,英雄联盟",,False,原神 || 永劫无间 || 英雄联盟,False,438,5,0.65964309,"[{""mem_id"": ""01a013d6ba3690090ad31d74"", ""content"": ""用户喜欢玩策略类游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65964309}, {""mem_id"": ""01a013d6ba361d9cb6d31d74"", ""content"": ""用户喜欢文明6游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59290663}, {""mem_id"": ""01a013e02087e19982d31d74"", ""content"": ""用户以前压力大时会打游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5826275}, {""mem_id"": ""01a013d6ba36355beed31d74"", ""content"": ""用户无聊的时候喜欢拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54197908}, {""mem_id"": ""01a013c09ca4f030f5d31d74"", ""content"": ""用户觉得桌球太吵"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52357392}]",core_memory_file
21,JY_TC009,1,召回记忆,推荐一些学习App,"百词斩,app|App|软件|应用",,False,百词斩 || app|App|软件|应用,False,438,5,0.65535623,"[{""mem_id"": ""01a013d773bc56a0e8d31d74"", ""content"": ""用户偶尔上Coursera学习"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65535623}, {""mem_id"": ""01a013d773bce6abeed31d74"", ""content"": ""用户一般通过B站看视频学习"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62262363}, {""mem_id"": ""01a013c2b9c0669ff5d31d74"", ""content"": ""用户正在自学日语"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62081991}, {""mem_id"": ""01a013dad6ac6a5abfd31d74"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5968707}, {""mem_id"": ""01a013d773bc1ba487d31d74"", ""content"": ""用户更喜欢看视频教程"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59120829}]",core_memory_file
22,JY_TC009,2,召回记忆,我今晚应该学什么？,日语,,True,,False,438,5,0.63365692,"[{""mem_id"": ""01a013c2b9c0a0685bd31d74"", ""content"": ""用户晚上改成复习语法"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.63365692}, {""mem_id"": ""01a013c2b9c0509718d31d74"", ""content"": ""用户每天晚上会背20个单词"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59470094}, {""mem_id"": ""01a013ded4e2c849ebd31d74"", ""content"": ""用户晚餐自己做"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57077457}, {""mem_id"": ""01a013c2b9c0669ff5d31d74"", ""content"": ""用户正在自学日语"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56519569}, {""mem_id"": ""01a013df51b3c5f9b0d31d74"", ""content"": ""用户平时晚上11点睡觉"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56227771}]",core_memory_file
23,JY_TC009,3,召回记忆,我一般要背几个单词,20,,True,,False,438,5,0.77721663,"[{""mem_id"": ""01a013c2b9c0509718d31d74"", ""content"": ""用户每天晚上会背20个单词"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.77721663}, {""mem_id"": ""01a013cf67333deff0d31d74"", ""content"": ""用户背单词使用“墨墨背单词”"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65918207}, {""mem_id"": ""01a013dad6ac6a5abfd31d74"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5813521}, {""mem_id"": ""01a013c2b9c0669ff5d31d74"", ""content"": ""用户正在自学日语"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57199757}, {""mem_id"": ""01a013e0208759b3f7d31d74"", ""content"": ""用户偶尔会写日记"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57111085}]",core_memory_file
24,JY_TC010,1,召回记忆,推荐一部电影看看,"科幻片,星际穿越|阿凡达,诺兰,流浪地球",,False,科幻片 || 星际穿越|阿凡达 || 诺兰 || 流浪地球,False,438,5,0.62272935,"[{""mem_id"": ""01a013e9da5da2585ed31d74"", ""content"": ""用户喜欢周星驰演的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62272935}, {""mem_id"": ""01a013e6913c6a964ad31d74"", ""content"": ""用户偏好好结局的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61561233}, {""mem_id"": ""01a013d6ba367dcf9fd31d74"", ""content"": ""用户无聊的时候喜欢看悬疑电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60089085}, {""mem_id"": ""01a013e5f67b8b49b0d31d74"", ""content"": ""用户喜欢张小斐拍的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59117545}, {""mem_id"": ""01a013e9da5d602200d31d74"", ""content"": ""用户喜欢张曼玉演的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58996473}]",core_memory_file
25,JY_TC011,1,召回记忆,推荐部动作片,国产动作片|吴京,,True,,False,438,5,0.69214275,"[{""mem_id"": ""01a013c430bbd42df4d31d74"", ""content"": ""用户准备支持国产动作片"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.69214275}, {""mem_id"": ""01a013c430bbb43482d31d74"", ""content"": ""用户基本都看过吴京演的动作片"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62261702}, {""mem_id"": ""01a013e9da5da2585ed31d74"", ""content"": ""用户喜欢周星驰演的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57291625}, {""mem_id"": ""01a013e6913cb32261d31d74"", ""content"": ""用户喜欢犯罪片"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56075985}, {""mem_id"": ""01a013e6913cb9a52bd31d74"", ""content"": ""用户喜欢看复仇题材的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56031472}]",core_memory_file
26,JY_TC012,1,召回记忆,播放点适合学习时听的歌,"泰勒|taylor|Taylor,民谣|folklore,电音",,False,泰勒|taylor|Taylor || 民谣|folklore || 电音,False,438,5,0.61728427,"[{""mem_id"": ""01a013e7e961258b16d31d74"", ""content"": ""用户爱听古典乐"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61728427}, {""mem_id"": ""01a013eb0a91975872d31d74"", ""content"": ""奶奶喜欢在上午听音乐"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61327268}, {""mem_id"": ""01a013c7f305b49af6d31d74"", ""content"": ""用户下午6点下班路上喜欢听摇滚"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60624477}, {""mem_id"": ""01a013c6935ab5b29ed31d74"", ""content"": ""用户每天中午12点半到1点午休时听古典吉他曲"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6038162}, {""mem_id"": ""01a013bea200f7edced31d74"", ""content"": ""用户的播放列表里全是周杰伦和林俊杰的歌"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60194068}]",core_memory_file
