row_number,case_id,turn_id,corpus_type,query,expected_keywords,blacklist,passed,missing_groups,blacklist_hit,candidate_count,returned_count,top_score,top5_memories,source
11,JY_TC005,1,召回记忆,我们部门出去团建，经理也在，可以怎么安排？,"张伟,桌球,户外烧烤",,False,张伟 || 桌球 || 户外烧烤,False,218,5,0.50955514,"[{""mem_id"": ""dream_0acb52d12b60d7dd2c341811"", ""content"": ""用户曾在公司健康中心看过心理医生。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.50955514}, {""mem_id"": ""dream_fc72b34882570649a000e390"", ""content"": ""用户计划下次去云南大理旅行，但尚未确定。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.49842906}, {""mem_id"": ""dream_9e3290d771c752826bd53c49"", ""content"": ""用户计划于2026年9月8日与同事前往八达岭，但行程尚未最终确定。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.48792831}, {""mem_id"": ""dream_28e19637ceff90ae70abcc9a"", ""content"": ""用户所在公司在2025年3月8日和2026年3月8日均因三八妇女节放假半天"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.47767948}, {""mem_id"": ""dream_ac37f6ad2cd678036dec9e3f"", ""content"": ""用户计划参加明年的北京全程马拉松，目标成绩为四小时内"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.47549356}]",core_memory_file
12,JY_TC005,2,召回记忆,送李芳什么好？,布偶猫,,True,,False,218,5,0.55953643,"[{""mem_id"": ""dream_f0dc3c135c887d950926ff76"", ""content"": ""用户工位对面的同事是李芳，李芳养了一只布偶猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55953643}, {""mem_id"": ""dream_5632c5b2428f2edea9128c76"", ""content"": ""用户有在儿子每次下课后买一个冰淇淋奖励他的习惯"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.42850579}, {""mem_id"": ""dream_2489b3643e45b1e5812693df"", ""content"": ""用户在2025年生日收到一个运动背包"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.4273561}, {""mem_id"": ""dream_a88d129d88d219ae39bd1e59"", ""content"": ""用户以前每周约李明轩吃饭。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.42551786}, {""mem_id"": ""dream_55411327d23e83ff5889fdeb"", ""content"": ""大姨家购买了10万的白银和20万的黄金"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.40927563}]",core_memory_file
13,JY_TC005,3,召回记忆,张伟的桌球水平怎么样？,"张伟,桌球",,True,,False,218,5,0.67478553,"[{""mem_id"": ""dream_62f5b04cdb1f91005809b7dc"", ""content"": ""张伟喜欢打篮球和玩密室逃脱。"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.67478553}, {""mem_id"": ""dream_413bee7b3f8a00a48ef372bb"", ""content"": ""用户目前每周与张伟打篮球，但明确表示不喜欢与张伟一起唱K。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56430692}, {""mem_id"": ""dream_4e9457cb7cb249638ff5f986"", ""content"": ""用户最好的朋友是张伟，且张伟住在用户家楼下。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54513453}, {""mem_id"": ""dream_d20aa4e4c52a7896e2a781ea"", ""content"": ""用户在2026年8月15日至17日期间与张伟一起爬山。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.49169416}, {""mem_id"": ""dream_fb77a14e174b50306d1701cd"", ""content"": ""用户不喜欢打桌球，主要原因是觉得桌球太吵"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.4852927}]",core_memory_file
14,JY_TC005,4,召回记忆,今年中秋我家说要么去户外BBQ，要么在餐馆定一桌，哪个合适？,户外|烧烤|油烟,,False,户外|烧烤|油烟,False,218,5,0.57720587,"[{""mem_id"": ""dream_9a1f0a5c4d1259e36dddbfa2"", ""content"": ""用户在2026年8月与朋友小王有过两次聚会：8月13日一起吃烤肉，8月17日一起去奥森公园野餐。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57720587}, {""mem_id"": ""dream_cbc5f9b7467efeab5f899795"", ""content"": ""用户家庭聚餐时喜欢去海底捞。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56487398}, {""mem_id"": ""dream_b686857bf0bb19fb088568c9"", ""content"": ""用户家族有每月第一个周六晚上聚餐且轮流做东的习惯，用户曾在2026年9月5日参加聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.55700072}, {""mem_id"": ""dream_db4b2e3137c111e9e6a40a3c"", ""content"": ""用户在2026年生日打算请几个朋友吃火锅和唱K"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.53719455}, {""mem_id"": ""dream_a7e2d720a0e0d77e6cb8bf44"", ""content"": ""用户的妈妈奖励用户吃自助餐。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.51646041}]",core_memory_file
15,JY_TC006,1,召回记忆,这个周六晚上有什么安排？,"家族,聚餐|川菜，周六",,True,,False,218,5,0.64549984,"[{""mem_id"": ""dream_d0d0bc6d4886f552f5590c42"", ""content"": ""用户曾加入一个羽毛球社区，习惯每周二晚上参加活动。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.64549984}, {""mem_id"": ""dream_f31acc0aa281a56bd76dc707"", ""content"": ""用户周日晚上8点和朋友联机玩永劫无间。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.6077032}, {""mem_id"": ""dream_b686857bf0bb19fb088568c9"", ""content"": ""用户家族有每月第一个周六晚上聚餐且轮流做东的习惯，用户曾在2026年9月5日参加聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60613685}, {""mem_id"": ""dream_59e47e0d67dbe219f5c05ff5"", ""content"": ""用户每周六上线原神刷周本BOSS。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60495866}, {""mem_id"": ""dream_d663f26644e7730172ab48be"", ""content"": ""用户每周与妈妈进行视频通话，时间已调整为周五晚上8点，并计划设置闹钟提醒以避免遗忘。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59493335}]",core_memory_file
16,JY_TC006,2,召回记忆,我的饮食偏好,"香菜,折耳根",,False,香菜 || 折耳根,False,218,5,0.7135267,"[{""mem_id"": ""dream_fe5a2172debba3da70a50a5c"", ""content"": ""用户饮食偏好明确：最爱吃火锅，最讨厌吃动物内脏和肥肉"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.7135267}, {""mem_id"": ""dream_b6968e669e3769749e802ad9"", ""content"": ""用户日常饮食安排为：早餐一般吃面包牛奶，午餐在食堂吃，晚餐自己做，且不喝茶"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66623987}, {""mem_id"": ""dream_14e718b424b9f535e6581221"", ""content"": ""用户在饮食口味上偏好草莓、糖醋排骨和宫保鸡丁，但讨厌吃苦瓜。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65535619}, {""mem_id"": ""dream_d06b703c9e13d10a2f0228c9"", ""content"": ""用户爱吃海鲜，特别是螃蟹和虾。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.64297013}, {""mem_id"": ""dream_580101ef7cefbbc76ff2e69c"", ""content"": ""用户偏好咸口及甜辣口味的零食，具体喜欢鸭爪、卤蛋、牛肉干和辣条。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63297014}]",core_memory_file
17,JY_TC007,1,召回记忆,推荐一双适合跑步的鞋,"耐克,Air Max,42.5",,True,,False,218,5,0.66576539,"[{""mem_id"": ""dream_cb9006a4e96546ff33f95fdf"", ""content"": ""用户购买运动鞋时偏好耐克Air Max系列，不喜欢阿迪达斯Ultra Boost（因鞋型太窄），且习惯买大半码（当前运动鞋尺码为42.5），跑步时喜欢穿厚袜子。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66576539}, {""mem_id"": ""dream_3c20831ca88f7277badaec6d"", ""content"": ""用户在今年银川马拉松中跑出了个人最好成绩"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59495751}, {""mem_id"": ""dream_a2cd54cd8f8404da183b0059"", ""content"": ""用户在健身器械偏好上更喜欢椭圆机，而不喜欢跑步机。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5791152}, {""mem_id"": ""dream_365e63de3104fe95d81345e2"", ""content"": ""用户有抖腿的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56862944}, {""mem_id"": ""dream_a4694ecb27ceb1759b9f9b62"", ""content"": ""用户讨厌给家里的长辈买鞋。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55695932}]",core_memory_file
18,JY_TC007,2,召回记忆,我的鞋码是多少,42.5，大半码,,True,,False,218,5,0.63021139,"[{""mem_id"": ""dream_cb9006a4e96546ff33f95fdf"", ""content"": ""用户购买运动鞋时偏好耐克Air Max系列，不喜欢阿迪达斯Ultra Boost（因鞋型太窄），且习惯买大半码（当前运动鞋尺码为42.5），跑步时喜欢穿厚袜子。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63021139}, {""mem_id"": ""dream_a4694ecb27ceb1759b9f9b62"", ""content"": ""用户讨厌给家里的长辈买鞋。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58651922}, {""mem_id"": ""dream_630d8c4709ccc4b2e4841aad"", ""content"": ""用户偏好纯棉材质的衣物，且上衣尺码为M码。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58299716}, {""mem_id"": ""dream_e904b4cdfc6d6dab558025de"", ""content"": ""用户的年龄是28岁"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52803739}, {""mem_id"": ""dream_620c2049ec22da650b5707fc"", ""content"": ""用户的车牌号是京A88888"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52530613}]",core_memory_file
19,JY_TC008,1,召回记忆,今天周几了？我好像有什么任务忘了,"原神,永劫无间",,True,,False,218,5,0.6405189,"[{""mem_id"": ""dream_59e47e0d67dbe219f5c05ff5"", ""content"": ""用户每周六上线原神刷周本BOSS。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.6405189}, {""mem_id"": ""dream_d663f26644e7730172ab48be"", ""content"": ""用户每周与妈妈进行视频通话，时间已调整为周五晚上8点，并计划设置闹钟提醒以避免遗忘。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63564437}, {""mem_id"": ""dream_fa3f54eefed0d8eb075eeb6b"", ""content"": ""用户在2026年7月因忘记缴纳水电费而被催缴。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60388211}, {""mem_id"": ""dream_f31acc0aa281a56bd76dc707"", ""content"": ""用户周日晚上8点和朋友联机玩永劫无间。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57258119}, {""mem_id"": ""dream_3e9e1d8478c1a11b6222b084"", ""content"": ""用户有时会忘记吃药，因此使用手机闹钟提醒服药。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56893176}]",core_memory_file
20,JY_TC008,2,召回记忆,有什么好玩的游戏推荐？,"原神,永劫无间,英雄联盟",,False,原神 || 英雄联盟,False,218,5,0.59613183,"[{""mem_id"": ""dream_51c6bcac5a02e9c21b2f40a1"", ""content"": ""用户喜欢策略类游戏（如文明6），但不喜欢射击游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59613183}, {""mem_id"": ""dream_9559d0b29e5f0bf9313df234"", ""content"": ""用户无聊时的休闲活动包括看悬疑电影和拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57333347}, {""mem_id"": ""dream_a6672c35ed8cb22a1e92e648"", ""content"": ""用户喜欢动手类的爱好，如木工和装机"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.51832089}, {""mem_id"": ""dream_fda411dbaefd3990143aa07e"", ""content"": ""用户不喜欢无脑打斗类的战斗番（如龙珠），目前偏好观看智斗番或治愈番。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50682131}, {""mem_id"": ""dream_f31acc0aa281a56bd76dc707"", ""content"": ""用户周日晚上8点和朋友联机玩永劫无间。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.50587381}]",core_memory_file
21,JY_TC009,1,召回记忆,推荐一些学习App,"百词斩,app|App|软件|应用",,False,百词斩,False,218,5,0.639442,"[{""mem_id"": ""dream_253bf141071ea75af336422d"", ""content"": ""用户偏好通过视频形式（如B站、Coursera）进行学习，不喜欢阅读大部头教材。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.639442}, {""mem_id"": ""dream_d0d19ece46706084c8a268f0"", ""content"": ""用户正在备考研究生入学考试，使用《考研真相》进行真题练习，并使用“墨墨背单词”APP进行词汇记忆。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.626874}, {""mem_id"": ""dream_ae9312b13874727d4b3af7dd"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5968707}, {""mem_id"": ""dream_ffdd4fd2eb7d5b0c1649b00c"", ""content"": ""用户在2026年8月17日至23日期间学习前端开发，重点学习React框架"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.552445}, {""mem_id"": ""dream_da863b7459d7a7e1722e1469"", ""content"": ""用户对认知心理学特别感兴趣"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53922332}]",core_memory_file
22,JY_TC009,2,召回记忆,我今晚应该学什么？,日语,,True,,False,218,5,0.54418191,"[{""mem_id"": ""dream_86a528f4fb338846055c9320"", ""content"": ""用户每周一、三、五晚上7点到8点去健身房进行力量训练，主要练习背部和腿部肌肉"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54418191}, {""mem_id"": ""dream_7a47cc82da54f51cd77df436"", ""content"": ""用户正在自学日语，使用《标准日本语初级上册》作为教材，并养成了每天晚上背诵20个单词和复习语法的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5369697}, {""mem_id"": ""dream_ae9312b13874727d4b3af7dd"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52724953}, {""mem_id"": ""dream_ffdd4fd2eb7d5b0c1649b00c"", ""content"": ""用户在2026年8月17日至23日期间学习前端开发，重点学习React框架"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.52470983}, {""mem_id"": ""dream_57a601bea7690cfbb28c4167"", ""content"": ""用户使用多邻国学习西班牙语，当前等级为30级，并计划达到100级。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52289072}]",core_memory_file
