row_number,created_at,content,mem_id,role,weight,category,subcategory,updated_at,user_id,extra,original_embedding_dim,duplicate_count,source_mem_ids
48,2026-08-19T15:27:49.269196+08:00,用户偏好观看犯罪、复仇题材且结局较好的电影,dream_4c6f3184b29b69f3ae4be2ff,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e6913c6a964ad31d74"",""01a013e6913cb9a52bd31d74"",""01a013e6913cb32261d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_4c6f3184b29b69f3ae4be2ff
104,2026-08-19T15:27:49.269196+08:00,用户偏好跑步作为解压方式，并计划每天跑5公里；相比之下，用户不喜欢瑜伽、觉得冥想太玄乎，且不喜欢听空洞的励志鸡汤。,dream_beac3d4f8f355a6f315ad370,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e02087479748d31d74"",""01a013e020873fc4aed31d74"",""01a013e0208716854ad31d74"",""01a013e020872eee7bd31d74"",""01a013e020870293f7d31d74""],""is_important"":true,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_beac3d4f8f355a6f315ad370
153,2026-08-19T15:27:49.269196+08:00,用户偏好通过视频形式（如B站、Coursera）进行学习，不喜欢阅读大部头教材。,dream_29a8a11d347d46e371eb72bf,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d773bc1ba487d31d74"",""01a013d773bc321f87d31d74"",""01a013d773bc56a0e8d31d74"",""01a013d773bce6abeed31d74""],""is_important"":true,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_29a8a11d347d46e371eb72bf
198,2026-08-19T15:27:49.269196+08:00,用户偏爱科幻电影，尤其是硬科幻题材（如《星际穿越》、《阿凡达》），且对诺兰导演的作品有偏好。,dream_3903b36d0b05c14247ecc0c3,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013c35a07cdbcc3d31d74"",""01a013c35a07b5b6b9d31d74"",""01a013c35a07039559d31d74""],""is_important"":true,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_3903b36d0b05c14247ecc0c3
183,2026-08-19T15:27:49.269196+08:00,用户儿子每周二和周四下午4点到5点半在少年宫3楼学习钢琴,dream_ca1f63c971d5fe5838083072,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d0f3f429274ad31d74"",""01a013d0f3f454c033d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_ca1f63c971d5fe5838083072
16,2026-08-19T15:27:49.269196+08:00,用户关注高分电影及获奖电视剧，具有对影视内容质量（如评分、奖项）的偏好。,dream_35e6dac99066e13dc6d14208,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013ea1d92e1e54bd31d74"",""01a013ea1d92de655cd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_35e6dac99066e13dc6d14208
68,2026-08-19T15:27:49.269196+08:00,用户具有价格敏感型消费习惯，一般只购买打折商品，并倾向于在618或双十一等大促期间购买电子产品。,dream_8f4cfcb63bbf704354a44ce3,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e3f1b34647edd31d74"",""01a013e3f1b3bfbba8d31d74""],""is_important"":true,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_8f4cfcb63bbf704354a44ce3
135,2026-08-19T15:27:49.269196+08:00,用户养了一只名叫Lucky的3岁布偶猫。,dream_a140e5640add4a88eaa862c6,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013db79f433f0b2d31d74"",""01a013db79f4ebd440d31d74"",""01a013db79f4d7b661d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_a140e5640add4a88eaa862c6
162,2026-08-19T15:27:49.269196+08:00,用户养了一只名叫橘子的橘猫，这只猫特别爱跑出家门。,dream_82287c22e5457ca19f7bb29c,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d563e211a7f3d31d74"",""01a013d563e2f23e04d31d74"",""01a013d563e2f29dd8d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_82287c22e5457ca19f7bb29c
99,2026-08-19T15:27:49.269196+08:00,用户几乎每天吃宵夜，最爱吃烧烤和泡面，不喜欢甜食（如蛋糕）作为宵夜。,dream_49567a424a7381a87911ae58,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e0a1d8146596d31d74"",""01a013e0a1d84730a0d31d74"",""01a013e0a1d87e2f71d31d74"",""01a013e0a1d83ffb11d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_49567a424a7381a87911ae58
70,2026-08-19T15:27:49.269196+08:00,用户出生于1997年，属牛,dream_af7bcbc24e8fed032a46c151,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e3b9f426baa4d31d74"",""01a013e3b9f42a6060d31d74""],""is_important"":true,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_af7bcbc24e8fed032a46c151
179,2026-08-19T15:27:49.269196+08:00,用户原本计划参加2026年的张敬轩演唱会但最终未去成,dream_3d03de1dae783d5bb20deef0,,1,episodic_memory,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d2f3d713f4dbd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_3d03de1dae783d5bb20deef0
203,2026-08-19T15:27:49.269196+08:00,用户周日晚上8点和朋友联机玩永劫无间。,dream_f052857ec1e16b58fa10e539,,1,episodic_memory,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013c22c8e4bdd77d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_f052857ec1e16b58fa10e539
14,2026-08-19T15:27:49.269196+08:00,用户喜欢《崩坏：星穹铁道》的周边产品,dream_710bb1ed45245bff3c538e1a,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013ea5b963eaa24d31d74"",""01a013ea5b961a6d27d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_710bb1ed45245bff3c538e1a
119,2026-08-19T15:27:49.269196+08:00,用户喜欢东野圭吾和刘慈欣的作品，其中最喜欢《嫌疑人X的献身》,dream_8d9b324cfb9c489e09dbff2e,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013de6c251cc101d31d74"",""01a013de6c2588ee18d31d74"",""01a013de6c25bb622cd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_8d9b324cfb9c489e09dbff2e
19,2026-08-19T15:27:49.269196+08:00,用户喜欢刘德华年轻时的电影，并认为刘德华与梁朝伟的对手戏好看，有观看此类电影的意向,dream_0d055d767c613c10c6247f77,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e9da5dd7e73dd31d74"",""01a013e9da5daf148cd31d74"",""01a013e9da5d721225d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_0d055d767c613c10c6247f77
127,2026-08-19T15:27:49.269196+08:00,用户喜欢动手类的爱好，如木工和装机,dream_95a46b4aecfb93db4eeeee79,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013dcd43557c371d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_95a46b4aecfb93db4eeeee79
20,2026-08-19T15:27:49.269196+08:00,用户喜欢周星驰和张曼玉主演的电影,dream_8e144265165fc3fa1ef05f73,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e9da5da2585ed31d74"",""01a013e9da5d602200d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_8e144265165fc3fa1ef05f73
37,2026-08-19T15:27:49.269196+08:00,用户喜欢张震岳的歌曲,dream_cb50721061867157403189c1,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e7e96179927dd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_cb50721061867157403189c1
4,2026-08-19T15:27:49.269196+08:00,用户喜欢悉尼歌剧院。,dream_8e955c7c3b237bc1d2f32126,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013eb4e5b7b61e8d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_8e955c7c3b237bc1d2f32126
216,2026-08-19T15:27:49.269196+08:00,用户喜欢甜豆浆，但不喜欢水煮蛋,dream_df023b4313bb0b642423176c,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013bf5e0b4e779dd31d74"",""01a013bf5e0bcb46fad31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_df023b4313bb0b642423176c
30,2026-08-19T15:27:49.269196+08:00,用户喜欢看唐嫣主演的电视剧《何以笙箫默》,dream_f972a71ac2882e4f68e6f832,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e8e2d0c426c7d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_f972a71ac2882e4f68e6f832
56,2026-08-19T15:27:49.269196+08:00,用户喜欢看法国人写的小说以及人物传记类电影,dream_519438e604d3ebe972870f12,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e5ab43b0eaf8d31d74"",""01a013e5ab43eed888d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_519438e604d3ebe972870f12
156,2026-08-19T15:27:49.269196+08:00,用户喜欢策略类游戏（如文明6），但不喜欢射击游戏,dream_6afcb447608f1dfa1af766f4,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d6ba361d9cb6d31d74"",""01a013d6ba3690090ad31d74"",""01a013d6ba36857ef0d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_6afcb447608f1dfa1af766f4
130,2026-08-19T15:27:49.269196+08:00,用户喜欢自由行，不喜欢跟团游；不喜欢爬山，觉得太累。,dream_ab64a2b93eda999154cfa9ee,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013dc2cb70e21d0d31d74"",""01a013dc2cb79025e3d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_ab64a2b93eda999154cfa9ee
46,2026-08-19T15:27:49.269196+08:00,用户喜欢迪士尼公主动画（特别是灰姑娘和冰雪奇缘），认为其审美在线，但不喜欢迪士尼近期真人电影中的政治正确元素。,dream_9e32cf91e61fcab46691dc49,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e6d2cc0d81aed31d74"",""01a013e6d2cc47d5fcd31d74"",""01a013e6d2cc103149d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_9e32cf91e61fcab46691dc49
33,2026-08-19T15:27:49.269196+08:00,用户喜欢道士类小说和《鬼吹灯》有声书，但不喜欢灵异类和言情小说。,dream_5522febef068e4ecef7f043c,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e8670897fff4d31d74"",""01a013e8670840726bd31d74"",""01a013e867080f4472d31d74"",""01a013e86708fe5be6d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_5522febef068e4ecef7f043c
50,2026-08-19T15:27:49.269196+08:00,用户喜欢道家文化，并正在阅读《道德经》。,dream_79f8a782d7b927035ace1891,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e6685b3a224ed31d74"",""01a013e6685bc0d9edd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_79f8a782d7b927035ace1891
17,2026-08-19T15:27:49.269196+08:00,用户喜欢黄晓明主演的《神雕侠侣》。,dream_50bc6472a56fc10e06c9f1b0,,1,user_profile,,2026-08-19T15:27:49.269196+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013ea1d9231bb21d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":0.2,""top_p"":0.1}",1,1,dream_50bc6472a56fc10e06c9f1b0
