mem_id,content,type,timestamp,source_id,source_memory_ids,is_important,model,temperature,top_p
dream_946c81f10d4b5c92f00a4bee,用户喜欢贾玲和张小斐拍的电影，是贾玲的粉丝。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e5f67b6ff088d31d74"", ""01a013e5f67b8b49b0d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_5c31a1f970ced93defa1cace,用户喜欢刘德华年轻时的电影，认为刘德华和梁朝伟对手戏好看，想看他们合作的电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e9da5dd7e73dd31d74"", ""01a013e9da5daf148cd31d74"", ""01a013e9da5d721225d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_66bd79642dfa002702beb555,用户喜欢周星驰和张曼玉演的电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e9da5da2585ed31d74"", ""01a013e9da5d602200d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_1c2dff709c8cc326c9e49c69,用户喜欢黄晓明演的《神雕侠侣》。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ea1d9231bb21d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_eb791c6135769bc87b9cffaa,用户喜欢看唐嫣的电视剧《何以笙箫默》。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e8e2d0c426c7d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_a45d5da07235ee5d3fd3799a,用户比较关注获奖电视剧和高分电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ea1d92e1e54bd31d74"", ""01a013ea1d92de655cd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_8da2d3cbf00e6573438a3b4b,用户喜欢DC电影，不喜欢漫威电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e7a6f9c47c46d31d74"", ""01a013e7a6f980d771d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_757b188bd6fbd8ba9fb8523b,用户看过《星际穿越》三遍，偏爱诺兰的片子，喜欢硬科幻电影（如《阿凡达》），最爱看科幻片。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e7a6f9299f4cd31d74"", ""01a013c35a07cdbcc3d31d74"", ""01a013c35a07b5b6b9d31d74"", ""01a013c35a07039559d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_beedbf4baa8885c0f54e66c2,用户偏好好结局的电影，喜欢看复仇题材、犯罪片、悬疑电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e6913c6a964ad31d74"", ""01a013e6913cb9a52bd31d74"", ""01a013e6913cb32261d31d74"", ""01a013d6ba367dcf9fd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_3daa844b6599b4396a0ff03f,用户特别喜欢看大陆电影，尤其喜欢张译主演的，认为大陆电影要有原声，不喜欢港台腔配音。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d2623789652dd31d74"", ""01a013d26237154a0ed31d74"", ""01a013d262370ffdddd31d74"", ""01a013d2623722e11fd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_280e44e255e9485c5b4583e8,用户战狼系列刷了不下五遍，基本都看过吴京演的动作片，准备支持国产动作片，不喜欢花里胡哨的武侠片。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c430bbd42df4d31d74"", ""01a013c430bb87fa5fd31d74"", ""01a013c430bb34a267d31d74"", ""01a013c430bbb43482d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_7ae3ddd35d56377b8444dba3,用户喜欢人物传记类电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e5ab43eed888d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_10d0ef82df7276382ecffb14,用户喜欢IMAX和杜比影院，对普通影厅体验感觉不佳。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e5ab43a7a866d31d74"", ""01a013e5ab431d4454d31d74"", ""01a013e5ab437260c4d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_016996d1f728e8ce6682aa09,用户最喜欢灰姑娘和冰雪奇缘，认为之前的公主动画好看且审美在线，不喜欢迪士尼最近真人电影中的政治正确元素。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e6d2cc0d81aed31d74"", ""01a013e6d2cc47d5fcd31d74"", ""01a013e6d2cc103149d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_ff51bbff18ec6b69d65074e1,用户不喜欢恐怖片、惊悚片，看后会失眠，以后只敢看喜剧和动画片。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c5ac4aa5721ad31d74"", ""01a013c5ac4a58c3fad31d74"", ""01a013c5ac4a649710d31d74"", ""01a013c5ac4a277f5ed31d74""]",False,qwen3.8:27b,0.1,0.1
dream_fe48ff35852d2f5656fd05bd,用户不喜欢给孩子看恐怖片。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e640131ef9dcd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_d41146958952694ca3833a3b,用户喜欢《海贼王》，在三大民工漫中最喜欢死神的画风，心目中钢炼是top1，不喜欢无脑打斗的战斗番（如龙珠），现在转看智斗番或治愈番。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c74ec70799d0d31d74"", ""01a013d384c93750c2d31d74"", ""01a013d384c9dd6bf9d31d74"", ""01a013d384c93e3ec7d31d74"", ""01a013d384c9bc5857d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_1714a02a3acb0ccd34a577a8,用户喜欢崩坏：星穹铁道的周边。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ea5b963eaa24d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_c934c126714157fddf750cd2,用户喜欢玩策略类游戏（如文明6），不喜欢射击游戏、英雄联盟、原神。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d6ba36857ef0d31d74"", ""01a013d6ba361d9cb6d31d74"", ""01a013d6ba3690090ad31d74"", ""01a013c22c8e8c29e1d31d74"", ""01a013c22c8e6add6ad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f3a7774f07bc02c48ed447f7,用户无聊的时候喜欢拼乐高。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d6ba36355beed31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f3853f9c6f7dcfaebe69e29b,用户喜欢看内娱比较出圈的综艺。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c89dc84d34f8d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_e5a4a3761357f79e41779894,用户最喜欢贵妃醉酒。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c954d1ac5d44d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_8c30d780eca6eac9c4021e9b,用户喜欢道家文化，正在阅读道德经。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e6685b3a224ed31d74"", ""01a013e6685bc0d9edd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_0bc9af3b1c412af853ced854,用户信佛，每周都会去寺庙。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e33c14cef739d31d74"", ""01a013e33c148a38d2d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b054d90e8f5331fef1a354cc,用户会弹古筝、琵琶、古琴，开了家琴行。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e33c144e69f4d31d74"", ""01a013e33c145552e6d31d74"", ""01a013e33c14e94f54d31d74"", ""01a013e33c1460af6dd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_544eec947ddba5709da1acb9,用户喜欢刘慈欣的作品，喜欢的作家是东野圭吾，最喜欢《嫌疑人X的献身》，特别对认知心理学感兴趣，不喜欢烧脑的内容。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013de6c25bb622cd31d74"", ""01a013de6c2588ee18d31d74"", ""01a013de6c251cc101d31d74"", ""01a013de6c25996b61d31d74"", ""01a013de6c253aa0e7d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b41a1ceccb2aafb6e757e619,用户爱看法国人写的小说。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e5ab43b0eaf8d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_773ba8ddb827a1baff59fedc,用户喜欢吃草莓，最爱吃火锅，爱吃糖醋排骨、宫保鸡丁、海鲜（螃蟹、虾），讨厌吃苦瓜、肥肉、动物内脏、折耳根、香菜。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d5fe5fcf6b7cd31d74"", ""01a013ded4e2195f40d31d74"", ""01a013d5fe5fa8ff4fd31d74"", ""01a013d5fe5ff68928d31d74"", ""01a013dc2cb7af9ce8d31d74"", ""01a013dc2cb7488716d31d74"", ""01a013d5fe5fa8a233d31d74"", ""01a013ded4e258caf5d31d74"", ""01a013ded4e211f69bd31d74"", ""01a013c11f0942c60cd31d74"", ""01a013c11f090737a3d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_d108fe879e46925e609abc24,用户家庭聚餐喜欢去海底捞。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d5fe5fa767e1d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b5abd4f3914db42366926794,用户最爱吃的宵夜是烧烤和泡面，几乎每天都吃宵夜，不喜欢甜食当宵夜。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e0a1d84730a0d31d74"", ""01a013e0a1d87e2f71d31d74"", ""01a013e0a1d8146596d31d74"", ""01a013e0a1d83ffb11d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_258d82bee624f77b70161d47,用户早餐一般吃面包牛奶，午餐在食堂吃，晚餐自己做，不喝茶。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ded4e2d94a7dd31d74"", ""01a013ded4e269f1d2d31d74"", ""01a013ded4e2c849ebd31d74"", ""01a013ded4e22ce619d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_fe6fe8fde1d50f4d84cb8065,用户每天早上7点半喝一杯美式咖啡（不加糖），周末早上9点喝拿铁，豆浆必须是甜的，不喜欢水煮蛋。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013bf5e0b36d5c9d31d74"", ""01a013bf5e0bb882d7d31d74"", ""01a013bf5e0b4e779dd31d74"", ""01a013bf5e0bcb46fad31d74"", ""01a013bf5e0befa6b7d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f7c7c1020bdd7db92b602fdc,用户每天喝三杯咖啡（早上两杯下午一杯），觉得不过量。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e0a1d8b7073fd31d74"", ""01a013e0a1d8e9f60bd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_11fe1cc57066bbb0f1c8f831,用户每天晚上喝三两白酒，周末喝更多，想戒酒，准备以后每天只喝一小杯红酒，不喜欢啤酒。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e0a1d87ec970d31d74"", ""01a013e0a1d8a6a796d31d74"", ""01a013e0a1d8e1329ed31d74"", ""01a013e0a1d8ce4288d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f75e92e13023c1020f420388,用户从2019年开始每天抽一包烟，以前试过戒烟但失败了。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e0a1d8d4d14ad31d74"", ""01a013e0a1d8fc40ead31d74""]",False,qwen3.8:27b,0.1,0.1
dream_cdb2aa4120ef7726ed5a60ad,用户对芒果过敏（嘴肿）、花生过敏（起疹子）、青霉素过敏，过敏时吃氯雷他定。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ded4e2fedcddd31d74"", ""01a013dd79aadc4523d31d74"", ""01a013bfcb8db125ccd31d74"", ""01a013dd79aad80ec6d31d74""]",True,qwen3.8:27b,0.1,0.1
dream_e04f2060cd5132e14d40bcab,用户患有高血压，平时服用硝苯地平缓释片，每天早晨服用一片，有时会忘记吃药，使用手机闹钟提醒。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dfbecbeec502d31d74"", ""01a013dfbecb582653d31d74"", ""01a013dfbecb2b4050d31d74"", ""01a013dfbecb121cbad31d74"", ""01a013dfbecbd9f153d31d74""]",True,qwen3.8:27b,0.1,0.1
dream_eea310003582b2b46a591f75,用户患有神经性皮炎，肤质是混干性。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e7782fa957f0d31d74"", ""01a013e7782f6a4181d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_4e1b5677e2848ef6a7d5ef6e,用户因上班盯电脑导致颈椎问题。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e8e2d0ac3438d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f8ee4549f2d1a54278f3ee0d,用户BMI是26，2026年7月体重52公斤，8月体重54.2公斤。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e8c406f1e5e5d31d74"", ""01a013e70c1734d23fd31d74"", ""01a013e70c17e4f47dd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_26a17324b2025c70083719d4,用户不喜欢太油腻的护肤品，在丝芙兰专柜购买，一直使用雅诗兰黛眼霜和兰蔻小黑瓶精华，喜欢纯棉材质。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013de1c0516c365d31d74"", ""01a013de1c0577ad26d31d74"", ""01a013de1c0522a5e5d31d74"", ""01a013de1c0585a3b9d31d74"", ""01a013de1c0578199bd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_bc2e7599690d45b8cb733027,用户穿M码上衣，运动鞋尺码42.5，买鞋子要买大半码，跑步时喜欢穿厚袜子。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013de1c0512f6ded31d74"", ""01a013c1a2b9bff719d31d74"", ""01a013c1a2b9e2a2aad31d74"", ""01a013c1a2b9275355d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_bf01cd5fff4a1e051f89a740,用户购买运动鞋只认耐克Air Max系列，不喜欢阿迪达斯Ultra Boost（鞋型太窄）。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c1a2b997a208d31d74"", ""01a013c1a2b95c4d5cd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_9ea3b2402bde30ed85745993,用户讨厌给家里的长辈买鞋。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d563e2ed43c1d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_2643937e7de2461064ed5eab,用户不喜欢手动挡，不喜欢开车，平时骑共享单车上班，单程通勤20分钟。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e2313e39a910d31d74"", ""01a013db79f4cb69bbd31d74"", ""01a013db79f49fa3ffd31d74"", ""01a013db79f413e7cad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_73d8604b9f6322ac7278bf54,用户车牌号是京A88888，车停在B2层E区130号，车钥匙放在玄关鞋柜上的小篮子里，每年车保险费用1万。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e4979762045cd31d74"", ""01a013d1ecf2e4d0ddd31d74"", ""01a013e516c3e314a5d31d74"", ""01a013e49797664850d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b9b633bd60bf9482398e4909,用户驾照类型为自动挡C2，2026年6月1日拿到驾照，科目二一次通过。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e2313ea75af5d31d74"", ""01a013e2313e2e0537d31d74"", ""01a013e2313e9291d3d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_e05e36d5f200ab3ef07ff0d5,用户父亲持有C1驾照。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e2313e45ddeed31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b934336167f6c4ddc5c34bb8,用户家在汉中，老家在四川成都锦江区，爸爸老家在攀枝花，现在一个人住在西安，在西安工作。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e37d5583c69bd31d74"", ""01a013e37d55e1cbe0d31d74"", ""01a013e74f70163982d31d74"", ""01a013e37d55382febd31d74"", ""01a013e37d5518f3d6d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_6ebcd00f295eb186946a3a30,用户住址是3号楼202室，新家离地铁站走路5分钟。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d563e25242eed31d74"", ""01a013e1f00779e1cad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_823df7e04788d0af1dbfeedc,用户身份证放在书房蓝色文件袋里，户口本和结婚证放在衣柜最底层的保险柜里，备用钥匙放在主卧床头柜第一个抽屉里。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e53b01ac4860d31d74"", ""01a013e53b016c9d74d31d74"", ""01a013e516c3099e36d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_5386587b49911ddab915aab5,用户有一台2022年购买的联想拯救者笔记本，家里有一台今年刚买的主机。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e4f32b786a4bd31d74"", ""01a013e4f32b570371d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_be8305d7d22b2ef63c45fdd7,用户喜欢动手类的爱好，比如木工和装机。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dcd43557c371d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_0564733c26b46d124a2d240c,用户毕业于清华大学计算机系，最高学历是硕士。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dcd435f18484d31d74"", ""01a013dcd4350a2b8cd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b21a0cab74ee1243d057693e,用户报考北京大学计算机专业，考研初试总分380分，数学130分，认为政治差了点，数学考得不错。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e1a3295d262ad31d74"", ""01a013e1a329c07476d31d74"", ""01a013e1a329f71267d31d74"", ""01a013e1a329b1bca7d31d74"", ""01a013e1a329218e80d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_d96b58466859031b371d735f,用户刷真题使用考研真相，背单词使用“墨墨背单词”，阅读能力最弱（尤其是长难句）。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013cf6733dea8e6d31d74"", ""01a013cf67333deff0d31d74"", ""01a013cf6733894e7ad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f8b5a41c9ecc16cb929fa3bc,用户正在自学日语，使用标准日本语初级上册，每天晚上背20个单词，晚上复习语法。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c2b9c0669ff5d31d74"", ""01a013c2b9c0f7d0dad31d74"", ""01a013c2b9c0509718d31d74"", ""01a013c2b9c0a0685bd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_0a6f59dc41b70bcf50e0e601,用户使用多邻国学习西班牙语，当前等级30级，计划学习到100级。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e82df953de38d31d74"", ""01a013e82df9cca8f2d31d74"", ""01a013e82df9a1f11dd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_ffcb8bf6826bacff3f652c13,用户更喜欢看视频教程，一般通过B站看视频学习，偶尔上Coursera，不喜欢读大部头教材。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d773bc1ba487d31d74"", ""01a013d773bce6abeed31d74"", ""01a013d773bc56a0e8d31d74"", ""01a013d773bc321f87d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_11c7736573f8070da84e788f,用户考试前一般会刷真题和做思维导图。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dad6ac6a5abfd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_151e524a1bb377fc429a66b1,用户想考AWS解决方案架构师证书，计划在2026年内考下PMP证书，计划在2027年6月参加CFA一级考试。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dcd43577c82bd31d74"", ""01a013d773bca0963fd31d74"", ""01a013dad6acaf21fdd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_a10138665876ce4ea172559c,用户在2026年5月6日入职腾讯担任运营，试用期六个月，2026年2月2日离职（前公司），2024年7月1日入职市中心IT公司担任产品经理，第一家公司位于大望路。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e2aca4f03ca3d31d74"", ""01a013e2aca4adf3c2d31d74"", ""01a013e2aca476db7dd31d74"", ""01a013e2aca4fd5e59d31d74"", ""01a013e2aca4ca2626d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_baa708f64db17b00d4177e3c,用户晋升答辩预计在11月进行。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dad6acd39c3fd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_3a00069219635fcb17c9cc7e,用户工作邮箱是zhangwei@example.com，QQ邮箱是56988432@qq.com。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e30ac7e36160d31d74"", ""01a013e30ac744ae5fd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_3d5a3539708cad7a8e91405e,用户拥有中国和加拿大双重国籍。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e2ec61a55904d31d74""]",False,qwen3.8:27b,0.1,0.1
